productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extRarity,extNumber,extDescription,extColor,extCardType,extLife,extPower,extSubtypes,extAttribute,extCost,extCounterplus
411279,Super Pre-Release Starter Deck 3: The Seven Warlords of The Sea,Super Pre Release Starter Deck 3 The Seven Warlords of The Sea,https://tcgplayer-cdn.tcgplayer.com/product/411279_200w.jpg,68,17660,https://cpt.tcgcsv.com/Cwj5,2022-10-25T13:44:57.183,1,75.0,101.64,599.0,99.26,,Normal,,,,,,,,,,,
412137,Super Pre-Release Starter Deck 3: The Seven Warlords of The Sea Display,Super Pre Release Starter Deck 3 The Seven Warlords of The Sea Display,https://tcgplayer-cdn.tcgplayer.com/product/412137_200w.jpg,68,17660,https://cpt.tcgcsv.com/MSj5,2022-10-18T16:32:54.883,1,10000.0,10000.0,10000.0,,,Normal,,,,,,,,,,,
419882,Crocodile (001),Crocodile 001,https://tcgplayer-cdn.tcgplayer.com/product/419882_200w.jpg,68,17660,https://cpt.tcgcsv.com/GZm5,2023-09-29T17:34:01.327,1,18.0,23.93,250.0,22.72,,Foil,L,ST03-001,[Activate: Main] [Once Per Turn] DON!! -4 <em>(You may return the specified number of DON!! cards from your field to your DON!! deck.)</em>: Return up to 1 Character with a cost of 5 or less to the owner's hand.,Blue,Leader,5,5000,Baroque Works;The Seven Warlords of the Sea,Special,,
420103,Crocodile (003),Crocodile 003,https://tcgplayer-cdn.tcgplayer.com/product/420103_200w.jpg,68,17660,https://cpt.tcgcsv.com/53n5,2022-09-29T14:58:16.757,1,1.03,2.0,8.59,0.77,,Foil,SR,ST03-003,"[Blocker] <em>(After your opponent declares an attack, you may rest this card to make it the new target of the attack.)</em>
<br>
[DON!! x1] [On Block] Place up to 1 Character with a cost of 2 or less at the bottom of the owner's deck.",Blue,Character,,6000,Baroque Works;The Seven Warlords of the Sea,Special,5,
420317,Donquixote Doflamingo,Donquixote Doflamingo,https://tcgplayer-cdn.tcgplayer.com/product/420317_200w.jpg,68,17660,https://cpt.tcgcsv.com/m8n5,2022-09-29T14:58:36.667,1,6.5,8.0,54.51,6.72,,Foil,SR,ST03-009,[On Play] Return up to 1 Character with a cost of 7 or less to the owner's hand.,Blue,Character,,7000,Donquixote Pirates;The Seven Warlords of the Sea,Special,7,
420581,Trafalgar Law,Trafalgar Law,https://tcgplayer-cdn.tcgplayer.com/product/420581_200w.jpg,68,17660,https://cpt.tcgcsv.com/Ffn5,2022-09-29T14:59:03.173,1,0.3,0.85,5.59,0.54,,Normal,C,ST03-008,"[Blocker] <em>(After your opponent declares an attack, you may rest this card to make it the new target of the attack.)</em>",Blue,Character,,1000,Heart Pirates;The Seven Warlords of the Sea,Slash,1,
420715,Thrust Pad Cannon,Thrust Pad Cannon,https://tcgplayer-cdn.tcgplayer.com/product/420715_200w.jpg,68,17660,https://cpt.tcgcsv.com/kjn5,2022-09-29T14:59:27.707,1,0.18,0.4,1.99,0.18,,Normal,C,ST03-016,"[Counter] Return up to 1 Character with a cost of 3 or less to the owner's hand.
<br>
[Trigger] Activate this card's [Counter] effect.",Blue,Event,,,Revolutionary Army;The Seven Warlords of the Sea,,2,
420908,Sentomaru,Sentomaru,https://tcgplayer-cdn.tcgplayer.com/product/420908_200w.jpg,68,17660,https://cpt.tcgcsv.com/bnn5,2022-09-29T14:59:49.493,1,0.25,0.5,5.29,0.36,,Normal,C,ST03-007,"[DON!! x1] [Activate: Main] [Once Per Turn] (2) <em>(You may rest the specified number of DON!! cards in your cost area.)</em>: Play up to 1 [Pacifista] with a cost of 4 or less from your deck, then shuffle your deck.",Blue,Character,,4000,Navy,Slash,3,1000
421076,Sables,Sables,https://tcgplayer-cdn.tcgplayer.com/product/421076_200w.jpg,68,17660,https://cpt.tcgcsv.com/xrn5,2022-09-29T15:00:11.4,1,0.35,1.4,5.99,0.61,,Normal,C,ST03-015,"[Main] Return up to 1 Character with a cost of 7 or less to the owner's hand.
<br>
[Trigger] Activate this card's [Main] effect.",Blue,Event,,,Baroque Works;The Seven Warlords of the Sea,,4,
421246,Pacifista,Pacifista,https://tcgplayer-cdn.tcgplayer.com/product/421246_200w.jpg,68,17660,https://cpt.tcgcsv.com/Xvn5,2022-09-29T15:00:34.133,1,0.14,0.5,5.0,0.33,,Normal,C,ST03-012,,Blue,Character,,6000,Biological Weapon;Navy,Special,4,1000
421466,Marshall.D.Teach,MarshallDTeach,https://tcgplayer-cdn.tcgplayer.com/product/421466_200w.jpg,68,17660,https://cpt.tcgcsv.com/lCn5,2022-09-29T15:00:55.803,1,0.45,1.0,14.0,0.66,,Normal,C,ST03-014,[On Play] Return up to 1 Character with a cost of 3 or less to the owner's hand.,Blue,Character,,4000,Blackbeard Pirates;The Seven Warlords of the Sea,Special,4,1000
421695,Love-Love Mellow,Love Love Mellow,https://tcgplayer-cdn.tcgplayer.com/product/421695_200w.jpg,68,17660,https://cpt.tcgcsv.com/WHn5,2022-09-29T15:01:21.823,1,17.45,19.37,58.0,9.28,,Normal,C,ST03-017,"[Counter] Up to 1 of your Leader or Character cards gains +4000 power during this battle. Then, draw 1 card if you have 3 or less cards in your hand.",Blue,Event,,,Kuja Pirates;The Seven Warlords of the Sea,,2,
421875,Jinbe,Jinbe,https://tcgplayer-cdn.tcgplayer.com/product/421875_200w.jpg,68,17660,https://cpt.tcgcsv.com/wMn5,2022-09-29T15:01:45.98,1,0.15,0.4,1.99,0.26,,Normal,C,ST03-006,,Blue,Character,,4000,Fish-Man;The Seven Warlords of the Sea;The Sun Pirates,Strike,2,1000
