productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extRarity,extNumber,extDescription,extColor,extCardType,extLife,extPower,extSubtypes,extAttribute,extCost,extCounterplus
288223,Starter Deck 4: Animal Kingdom Pirates Display,Starter Deck 4 Animal Kingdom Pirates Display,https://tcgplayer-cdn.tcgplayer.com/product/288223_200w.jpg,68,3190,https://cpt.tcgcsv.com/tjk3,2024-04-23T13:46:01.727,1,184.35,592.18,1002.69,184.39,,Normal,,,,,,,,,,,
288224,Starter Deck 4: Animal Kingdom Pirates,Starter Deck 4 Animal Kingdom Pirates,https://tcgplayer-cdn.tcgplayer.com/product/288224_200w.jpg,68,3190,https://cpt.tcgcsv.com/vjk3,2024-04-23T13:45:50.357,1,21.88,29.95,199.99,21.81,,Normal,,,,,,,,,,,
288269,Kaido (001),Kaido 001,https://tcgplayer-cdn.tcgplayer.com/product/288269_200w.jpg,68,3190,https://cpt.tcgcsv.com/pkk3,2023-03-07T14:03:36.937,1,0.13,0.5,3.95,0.44,,Normal,L,ST04-001,[Activate: Main] [Once Per Turn] DON!! -7 <em>(You may return the specified number of DON!! cards from your field to your DON!! deck.)</em>: Trash up to 1 of your opponent's Life cards.,Purple,Leader,5,5000,Animal Kingdom Pirates;The Four Emperors,Strike,,
288269,Kaido (001),Kaido 001,https://tcgplayer-cdn.tcgplayer.com/product/288269_200w.jpg,68,3190,https://cpt.tcgcsv.com/pkk3,2023-03-07T14:03:36.937,1,0.39,0.71,4.95,0.52,,Foil,L,ST04-001,[Activate: Main] [Once Per Turn] DON!! -7 <em>(You may return the specified number of DON!! cards from your field to your DON!! deck.)</em>: Trash up to 1 of your opponent's Life cards.,Purple,Leader,5,5000,Animal Kingdom Pirates;The Four Emperors,Strike,,
288271,Ulti,Ulti,https://tcgplayer-cdn.tcgplayer.com/product/288271_200w.jpg,68,3190,https://cpt.tcgcsv.com/rkk3,2022-12-02T05:03:12.237,1,0.18,0.49,8.0,0.34,,Normal,C,ST04-002,[On Play] DON!! -1 <em>(You may return the specified number of DON!! cards from your field to your DON!! deck.)</em>: Play up to 1 [Page One] card with a cost of 4 or less from your hand.,Purple,Character,,5000,Animal Kingdom Pirates,Strike,4,2000
288274,Kaido (003),Kaido 003,https://tcgplayer-cdn.tcgplayer.com/product/288274_200w.jpg,68,3190,https://cpt.tcgcsv.com/vkk3,2023-03-07T14:03:42.41,1,0.58,1.14,23.36,0.8,,Foil,SR,ST04-003,"[On Play] DON!! -5 <em>(You may return the specified number of DON!! cards from your field to your DON!! deck.)</em>: K.O. up to 1 of your opponent's Characters with a cost of 6 or less. 
<br>This Character gains [Rush] during this turn. 
<br>(This card can attack on the turn in which it is played.)",Purple,Character,,10000,Animal Kingdom Pirates;The Four Emperors,Strike,9,
288274,Kaido (003),Kaido 003,https://tcgplayer-cdn.tcgplayer.com/product/288274_200w.jpg,68,3190,https://cpt.tcgcsv.com/vkk3,2023-03-07T14:03:42.41,1,0.4,0.9,10.0,0.72,,Normal,SR,ST04-003,"[On Play] DON!! -5 <em>(You may return the specified number of DON!! cards from your field to your DON!! deck.)</em>: K.O. up to 1 of your opponent's Characters with a cost of 6 or less. 
<br>This Character gains [Rush] during this turn. 
<br>(This card can attack on the turn in which it is played.)",Purple,Character,,10000,Animal Kingdom Pirates;The Four Emperors,Strike,9,
288276,King,King,https://tcgplayer-cdn.tcgplayer.com/product/288276_200w.jpg,68,3190,https://cpt.tcgcsv.com/xkk3,2023-03-07T14:04:17.537,1,0.4,1.1,25.0,0.81,,Foil,SR,ST04-004,[On Play] DON!! -1 <em>(You may return the specified number of DON!! cards from your field to your DON!! deck.)</em>: K.O. up to 1 of your opponent's Characters with a cost of 4 or less.,Purple,Character,,7000,Animal Kingdom Pirates,Special,6,
288276,King,King,https://tcgplayer-cdn.tcgplayer.com/product/288276_200w.jpg,68,3190,https://cpt.tcgcsv.com/xkk3,2023-03-07T14:04:17.537,1,0.45,1.0,5.0,0.57,,Normal,SR,ST04-004,[On Play] DON!! -1 <em>(You may return the specified number of DON!! cards from your field to your DON!! deck.)</em>: K.O. up to 1 of your opponent's Characters with a cost of 4 or less.,Purple,Character,,7000,Animal Kingdom Pirates,Special,6,
288278,Queen,Queen,https://tcgplayer-cdn.tcgplayer.com/product/288278_200w.jpg,68,3190,https://cpt.tcgcsv.com/Bkk3,2022-12-02T05:03:12.237,1,0.5,2.73,40.97,0.68,,Normal,C,ST04-005,"[Blocker] <em>(After your opponent declares an attack, you may rest this card to make it the new target of the attack.)</em> 
<br>[On Play] DON!! -1 <em>(You may return the specified number of DON!! cards from your field to your DON!! deck.)</em>: Draw 2 cards and trash 1 card from your hand.",Purple,Character,,6000,Animal Kingdom Pirates,Strike,5,1000
